file_name,state,inference_transcript,transcript,reviewed_transcript,url,created_at,submitted_at,reviewed_at,audio_duration,original_id
STT_GR_0044_1335_5530993_to_5532453,submitted,ྔོ་རྒྱུ་རང་བུད་པ་ལས,སེམས་ཅན་རང་རྒྱུད་ནས་བྱས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0044_1335_5530993_to_5532453.wav,2025-08-05 17:54:47.135,2025-08-06 23:50:47.547,,1.46,STT_GR_0044
STT_GR_0044_1337_5536324_to_5538667,submitted,ད་ནང་པིས། བྱབམས་པ་དང་སྙིང་རྗེ་འཟེལ་དགོས་རེད།,ད་ནང་བཞིན་བྱམས་པ་དང་སྙིང་རྗེ་འབྲེལ་དགོས་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0044_1337_5536324_to_5538667.wav,2025-08-05 17:54:47.135,2025-08-06 23:51:10.215,,2.343,STT_GR_0044
STT_GR_0044_1338_5539329_to_5541519,submitted,འྲོ་ན་བྱམས་པ་དང་སྙིང་རྗེ་གཉིས་ཀ་ཟོག་སྤྲོད་བྱེད་རྒྱ་ཟར་,ནང་ལ་བྱམས་པ་དང་སྙིང་རྗེ་གཉིས་པོ་ཟུང་སྦྲེལ་བྱེད་ཡག་གི,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0044_1338_5539329_to_5541519.wav,2025-08-05 17:54:47.135,2025-08-06 23:51:32.689,,2.19,STT_GR_0044
STT_GR_0027_0012_149900_to_152000,submitted,བགྲ་ཤིས་དུ་ྱས་མིན་པ་སྐྱོང་དགོས་རེད།  ,འགྲེལ་བཤད་དེ་གཞན་པ་སྐྱོན་གྱི་ཡོད་རེད། ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0027_0012_149900_to_152000.wav,2025-07-01 10:03:18.007,2025-07-11 21:07:26.950,,2.1,STT_GR_0027
STT_GR_0027_0021_232000_to_235300,submitted,རྩ་རལོང་ཐུན་མོང་མ་ཡིན་པ། ཨ་རེད།  ,རྩ་རླུང་ཐུན་མོང་མ་ཡིན་པ། ཨེ་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0027_0021_232000_to_235300.wav,2025-07-01 10:03:18.007,2025-07-11 21:24:52.498,,3.3,STT_GR_0027
STT_GR_0027_0023_253900_to_258300,submitted,ཝུས་ཧ་གོ་སོང་ང་། འདེ་ནས།  ,རེད་ཧ་གོ་སོང་ང་། དེ་ནས།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0027_0023_253900_to_258300.wav,2025-07-01 10:03:18.007,2025-07-11 21:27:23.804,,4.4,STT_GR_0027
STT_GR_0044_1339_5541893_to_5545475,submitted,དེ་ནས་ནང་པ་སངས་རྒྱས་པ་ཁྱིས་བཤེས་རེད། དེ་ནས་ད་ལྟ་དུལ་ལ་མཚམས་བཅོག་གི་ཡིན་ཟེར་,དེ་ནི་ནང་པ་སངས་རྒྱས་པའི་ཁྱད་ཆོས་རེད། དེ་ནས་ད་ལྟ་འདི་ན་མཚམས་འཇོག་གི་ཡིན་ཟེར།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0044_1339_5541893_to_5545475.wav,2025-08-05 17:54:47.135,2025-08-06 23:52:05.462,,3.582,STT_GR_0044
STT_GR_0045_0010_65458_to_68344,submitted,ནང་དོན་ཐམས་ཅད་གཅིག་པ་རེད། མང་པ་སངས་རྒྱས་ལས,ནང་དོན་ཐམས་ཅད་གཅིག་པ་རེད། ནང་པ་སངས་རྒྱས་པའི།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0010_65458_to_68344.wav,2025-08-05 17:54:47.135,2025-08-06 23:53:31.973,,2.886,STT_GR_0045
STT_GR_0045_0097_866935_to_871893,submitted,ནོད་ཀྱི་འཇིག་རྟེན། འདི་ལྟ་བུ་དཔེར་ན་ད་ལྟ་ང་ཚོ། ད་དཔེར་ལ་ས་སཁང་འདི་ཡིན་ན་ཡང་།,ནོད་ཀྱི་འཇིག་རྟེན། འདི་ལྟ་བུ་དཔེར་ན་ད་ལྟ་ང་ཚོ། འཛམ་བུ་གླིང་ས་སྒང་འདི་ཡིན་ན་ཡང་།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0097_866935_to_871893.wav,2025-08-05 17:54:47.135,2025-08-07 10:05:06.038,,4.958,STT_GR_0045
STT_GR_0045_0089_801943_to_804847,submitted,སྔོ་མཆོག་ལ་མི་ལས་ཀི་བུམ་ནང་ནས་སླབ་ྱ་ཡིན་ན་ཀྱི།,ཁོང་ཚོ་ཡིས་མི་ལ་མགུར་འབུམ་ནང་ནས་བསླབ་མཁན་ཡིན་ན་དེ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0089_801943_to_804847.wav,2025-08-05 17:54:47.135,2025-08-07 10:05:23.779,,2.904,STT_GR_0045
STT_GR_0046_0084_664117_to_665356,submitted,དེ་ནས་ཁྲུ་ནས།,དེ་ནས་འཁྲུལ་ནས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0084_664117_to_665356.wav,2025-08-05 17:54:47.135,2025-08-09 21:18:11.412,,1.239,STT_GR_0046
STT_GR_0046_0088_697342_to_699346,submitted,དེ་ལ་སོགས་པ་དེ་དག་བདེ་མཟོན་གཉིན་ཟེས།,དེ་ལ་སོགས་པ་དེ་དག་སྡེ་ཚན་གཉིས་ཟེར།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0088_697342_to_699346.wav,2025-08-05 17:54:47.135,2025-08-09 21:22:05.456,,2.004,STT_GR_0046
STT_GR_0046_0091_713132_to_715305,submitted,དེ་ནས་གྱུས་པ་བར་མ་གདོ་ཟེར།,དེ་ནས་བཞི་པ་བར་མ་མདོ་ཟེར།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0091_713132_to_715305.wav,2025-08-05 17:54:47.135,2025-08-09 21:24:27.144,,2.173,STT_GR_0046
STT_GR_0046_0095_1231536_to_1232758,submitted,ད་ལྟ་འདི་།,ད་ལྟ་འདི།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0095_1231536_to_1232758.wav,2025-08-05 17:54:47.135,2025-08-09 21:24:49.888,,1.222,STT_GR_0046
STT_GR_0046_0098_1244609_to_1246867,submitted,ཡང་བདག་འཛིན་དེ་ཉོན་མོངས་སྡུག་བསྔལ་ཡང་ཡོད་པ,ཡང་བདག་འཛིན་དང་ཉོན་མོངས་སྡུག་བསྔལ་ཡང་ཡོད་པ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0098_1244609_to_1246867.wav,2025-08-05 17:54:47.135,2025-08-09 21:25:29.699,,2.258,STT_GR_0046
STT_GR_0046_0101_1259074_to_1261689,submitted,དེ་ས་ཞེ་སྡང་ར་ཟེར་སྣ་ཐམས་ཅད་ཀྱིས་དེ་ནས་དངོས་སུ་དེ་ནས།,དེ་ནས་ཞེ་སྡང་དང་སེར་སྣ་ཐམས་ཅད་ཀྱིས་དེ་ནས་དངོས་སུ་དེ་ནས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0101_1259074_to_1261689.wav,2025-08-05 17:54:47.135,2025-08-09 21:26:46.395,,2.615,STT_GR_0046
STT_GR_0045_0915_7433081_to_7435339,submitted,ཧ་གོ་སོང་ང། འོ་ཡ།,ཧ་གོ་སོང་བ། འོ་ཡ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0915_7433081_to_7435339.wav,2025-08-05 17:54:47.135,2025-08-08 19:41:58.505,,2.258,STT_GR_0045
STT_GR_0045_0916_7435696_to_7437359,submitted,དེ་ང་ཉུང་ལོང་བྱེད་པ་,དེ་ངས་ཉུང་ཉུང་བྱེད་དགོས་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0916_7435696_to_7437359.wav,2025-08-05 17:54:47.135,2025-08-08 19:42:25.167,,1.663,STT_GR_0045
STT_GR_0046_0104_1274762_to_1277325,submitted,དེ་འདྲ་བུ་ཡིན་པ་དེ་ནས་ད་གནས་སྐོབས་སྤྲུལ་པའི་སྐུ་གསུངས།,དེ་འདྲ་བོ་ཡིན་མི་ཚད། ད་ལྟ་གནས་སྐབས་སྤྲུལ་པའི་སྐུ་གསུངས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0104_1274762_to_1277325.wav,2025-08-05 17:54:47.135,2025-08-08 19:56:52.640,,2.563,STT_GR_0046
STT_GR_0012_0218_1027608_to_1028119,accepted,གཅིག་ཕར་ཚུར།  ,སྐྱེས་པ་གཅིག་ཡོད་ན།  ,གཅེས་པ་ཞིག་ཡོད་ན།  ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0012_0218_1027608_to_1028119.wav,2025-06-20 16:42:28.134,2025-07-14 22:28:34.325,2025-09-26 11:19:51.963,0.511,STT_GR_0012
STT_GR_0012_0227_1045944_to_1047255,accepted,དེ་ན་ལོ་བརྒྱ་ཐའ་མ་དོག་ཙུང།  ,དེ་ནས་ལོ་བརྒྱ་ཐམ་པ་ཙུང།  ,དེ་ན་ལོ་བཅུ་ཐམ་པ་ཐོགས་སོང་ན ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0012_0227_1045944_to_1047255.wav,2025-06-20 16:42:28.134,2025-07-14 22:31:57.986,2025-09-26 11:23:54.080,1.311,STT_GR_0012
STT_GR_0046_0110_1310942_to_1313234,submitted,ཤེ་པ་ཐག་ཏུ་དེ་ནས་ཉོན་མོངས་པའི་རླུང་གིས་,ཤི་མ་ཐག་ཏུ་དེ་ནས་ཉོན་མོངས་པའི་རླུང་གིས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0110_1310942_to_1313234.wav,2025-08-05 17:54:47.135,2025-08-08 20:01:56.410,,2.292,STT_GR_0046
STT_GR_0045_0926_7495118_to_7496477,submitted,་བསྒྱུར་ན།,དེ་དེས་བསྒྱུར་ན།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0926_7495118_to_7496477.wav,2025-08-05 17:54:47.135,2025-08-08 19:47:21.262,,1.359,STT_GR_0045
STT_GR_0122_0180_1601620_to_1609011,submitted,ཕྱི་ཡི་ནང་བ་སོ་དོ་རིགས་དྲུ་ཡོད་མེད་གཅིག་ྐྱེ་མ་བསམ་པའི་སྒང་ནས་རང་བཞིན་གྱིས་ྱེ་མ་ན་རྟུང་གསུམ་མེད་པ་ནང་བཞིན་བསྡད་ཐུབ་ཀྱི་ཡོད་རེད།,ཕྱི་ཡི་སྣང་བ་ས་དོ་རིགས་དྲུག་ཡོད་མེད་གཅིག་ཀྱང་མ་བསམས་པར་སྒང་ནས་རང་བཞིན་གྱིས་དེ་མར་སྟོང་སང་མེད་པ་ནང་བཞིན་བསྡད་ཐུབ་ཀྱི་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0122_0180_1601620_to_1609011.wav,2025-08-13 17:20:19.435,2025-08-20 06:35:54.167,,7.391,STT_GR_0122
STT_GR_0047_0061_728022_to_733879,submitted,དེ་ནས་རིང་ཆོས་གྲོགས་རྣམ་པ་ལ་དེ་ནས། ཨ་འདི། ཨ་ཕར་ཀུན་ཏུ་བཟུང་པོའི་སྒོན་ལམ་དི།,དེ་རེས་དེ་རིང་ཆོས་གྲོགས་རྣམ་པ་ལ་དེ་ནས། ཨ་འདི། ཨ། དཔལ་ཀུན་ཏུ་བཟང་པོའི་སྨོན་ལམ་དེ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0061_728022_to_733879.wav,2025-08-05 17:54:47.135,2025-08-08 20:19:51.323,,5.857,STT_GR_0047
STT_GR_0046_0117_1340449_to_1343794,submitted,ཉོན་མོངས་པ་རེ་རེ་ལ་བརྟེན་ནས་དེ་ནས་ལྔ་ལྔ་ཚང་གི་ཡོད་རེད།,ཉོན་མོངས་པ་རེ་རེ་ལ་བརྟེན་ནས། དེས་ལྔ་ལྔ་ཚང་གི་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0117_1340449_to_1343794.wav,2025-08-05 17:54:47.135,2025-08-08 20:07:38.414,,3.345,STT_GR_0046
STT_GR_0122_0182_1614225_to_1617617,submitted,མིག་ཐུ་ལུག་བསྡད་ཡོད་ེ། ཁང་པ་ཡོད་ཉས་གཅིག་ཀྱངས་བསམ་གྱི་ཡོད་མ་རེད,མིག་བཙུམ་བསྡད་བཞག་དུས། ཁང་པ་ཡོད་མེད་གཅིག་ཙམ་བསམ་གྱི་ཡོད་མ་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0122_0182_1614225_to_1617617.wav,2025-08-13 17:20:19.435,2025-08-20 06:37:22.026,,3.392,STT_GR_0122
STT_GR_0121_0204_1661070_to_1668023,submitted,ཨོ། ན་གུས་ཏིག་ཐང་གཅིག་ཐམས་ཅད་དབཡེ་རེད་པའི་སྣང་ཡོད་རེད་རྫས། དེ་འདྲ་བོ་གོ་དགོས་ཀྱི་ཡོད་རེད།,ཨོ། ན་བུན་སྤྲིན་དང་སྤྲིན་ཐམས་ཅད་ཡེ་རེ་བར་སྣང་ལ་ཡོད་རེད་བརྫས། དེ་འདྲ་བོ་གོ་དགོས་ཀྱི་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0121_0204_1661070_to_1668023.wav,2025-08-13 17:20:19.435,2025-08-19 21:43:03.204,,6.953,STT_GR_0121
STT_GR_0121_0205_1668141_to_1669238,submitted,སེམས་ཀྱི་ཚོར་བ་ལ།,སེམས་ཀྱི་ཚོར་བ་ལ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0121_0205_1668141_to_1669238.wav,2025-08-13 17:20:19.435,2025-08-19 21:43:07.820,,1.097,STT_GR_0121
STT_GR_0027_0032_340400_to_345100,submitted,ཨེ་ནས་བླ་མ་ཁ་ཤས་ཁྲང་དོང་དེ་བ་འཚན་ནས་ཡོང་ན། འང་དེ་འདྲའ།  ,ཨེ་ནས་བླ་མ་ཁ་ཤས་ཆང་འཐུང་དུ་བ་འཐེན་མཁན་ཡོང་ན། ཡང་དེ་འདྲའི་  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0027_0032_340400_to_345100.wav,2025-07-01 10:03:18.007,2025-07-11 07:24:54.515,,4.7,STT_GR_0027
STT_GR_0027_0035_371000_to_372800,submitted,མིག་པར་དེ་ཚན་ངོ་ལ་ཡོད།  ,ངེས་པར་དུ་འདི་འདྲའི་འོང་གི་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0027_0035_371000_to_372800.wav,2025-07-01 10:03:18.007,2025-07-11 08:35:21.720,,1.8,STT_GR_0027
STT_GR_0121_0206_1669525_to_1675988,submitted,དཔེར་ན་ཡུལ་གྲོངས་པ་ལེབས། སྔོན་ན་གྲོངས་པ་བྱེད་ཡོད་ན་གྲོངས་པ་དེ་ལ་བལྟེས་བསྡད་ནེ། གྲོངས་པ་དེ་རེད།མཐོང་སདེ་ལ་གཅིག་ཀྱང་མི་སར།,དཔེར་ན། ཡུལ་གྲོང་པ་ལ། སྔོན་ན་གྲོང་པ་གཅིག་ཡོད་ན། གྲོང་པ་དེ་ལ་བལྟས་བསྡད་ན། གྲོང་པ་དེ་རེད། མཐོང་བསྡད་རེད། གཅིག་ཀྱང་མི་བསམ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0121_0206_1669525_to_1675988.wav,2025-08-13 17:20:19.435,2025-08-19 21:44:14.133,,6.463,STT_GR_0121
STT_GR_0027_0045_485800_to_488000,submitted,དགའ་པོ་བར་ལ།  ,སྒམ་པོ་པ་ལ་  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0027_0045_485800_to_488000.wav,2025-07-01 10:03:18.007,2025-07-11 09:07:14.726,,2.2,STT_GR_0027
STT_GR_0047_0062_734320_to_737580,submitted,ཨེ། ནང་རི་ཚུརར་ངོ་ྤྲོད་ག་ཡེན་ཞུ་ཡི་ཡིན་བརྫས་,ཨེ། ནང་གི་ཚུར་ངོ་སྤྲོད་ཁ་ཤས་ཞུ་གི་ཡིན་བརྫས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0062_734320_to_737580.wav,2025-08-05 17:54:47.135,2025-08-08 20:20:26.787,,3.26,STT_GR_0047
STT_GR_0047_0076_789601_to_792792,submitted,ཨོ་དེ་ནས་དོན་དག་ཉམས་སུ་ལེན་གྱུར་དེ་ནས་བྱང་ཆུབ་སེམས་རྣམ་པ་གཉིས།,ཨེ། དེ་ནས་དོན་དག་ཉམས་སུ་ལེན་རྒྱུ་ལ། དེ་ནས་བྱང་ཆུབ་སེམས་རྣམ་པ་གཉིས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0076_789601_to_792792.wav,2025-08-05 17:54:47.135,2025-08-08 20:27:11.278,,3.191,STT_GR_0047
STT_GR_0047_0082_930959_to_937105,submitted,ནས་ཡིན་ན་ཡང་ད་ལྟ་དེ་ནས་ཆོས་ཨངེས་པ་དང་གོ་པ་སྒྲུབ་པ་གསུམ་ཡོད་རེད་དེ་ནང་,དེ་རེས་ཡིན་ན་ཡང་ད་ལྟ། ཨ། དེ་རེས་ཆོས་ཨེ། ཉན་པ་དང་སྒོམ་པ་སྒྲུབ་པ་གསུམ་ཡོད་རེད། དེ་ཡང་ནི།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0082_930959_to_937105.wav,2025-08-05 17:54:47.135,2025-08-09 07:29:36.378,,6.146,STT_GR_0047
STT_GR_0047_0088_980195_to_982758,trashed,སྒོམ་བརྡེག་ལ་རའ་གིས་མི་ཡེང་པར་སྙང་ལ་སྒོམ་,,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0088_980195_to_982758.wav,2025-08-05 17:54:47.135,2025-08-09 10:04:20.716,,2.563,STT_GR_0047
STT_GR_0047_0070_775356_to_776646,submitted,ཨེ་དེ་ནས,ཨེ་དེ་ནས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0070_775356_to_776646.wav,2025-08-05 17:54:47.135,2025-08-08 20:25:39.417,,1.29,STT_GR_0047
STT_GR_0047_0075_787376_to_789346,submitted,ཨེཆོས་ཀྱི་འཁོར་ལོ་ངང་པོ་སྐོར་ན་ཡང་,ཨེ། ཆོས་ཀྱི་འཁོར་ལོ་མང་པོ་བསྐོར་ན་ཡང་།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0075_787376_to_789346.wav,2025-08-05 17:54:47.135,2025-08-08 20:26:50.419,,1.97,STT_GR_0047
STT_GR_0045_0011_69889_to_78752,submitted,དེ་པ་འདི་ལ་བཞུགས་ནས།ཁོག་མ་དེ་ནས། ལོ་ྗིས་དཀའ་བ། འཆི་བ་མི་རྟག། ་ལས་རབྱུ་འབྲས་དེ་གསོམ་མཔོན། ལྟ་བགི་རྡིང་གི་འབླ་བོ་རེད།,བསྟན་པ་འདི་ལ་ཞུགས་ནས་ཚང་མ་དེ་ནས་དལ་འབྱོར་རྙེད་དཀའ་བ། འཆི་བ་མི་རྟག། ལས་རྒྱུ་འབྲས་དེ་གསུམ་པོ་དེ། ལྟ་ཡི་རྨང་གཞི་འདྲ་བོ་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0011_69889_to_78752.wav,2025-08-05 17:54:47.135,2025-08-06 23:55:27.705,,8.863,STT_GR_0045
STT_GR_0045_0012_81723_to_86001,submitted,དེ་ལ་བརྟེན་ནས་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་སྨོྨོན་ལམ་ག་ལེ་རྒྱག་གི་ཡོད་རེད་།,དེ་ལ་བརྟེན་ནས་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་སྨོན་ལམ་ག་རེ་རྒྱག་གི་ཡོད་རེད་ཟེར་ན།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_0012_81723_to_86001.wav,2025-08-05 17:54:47.135,2025-08-06 23:55:44.381,,4.278,STT_GR_0045
STT_GR_0044_1064_4375696_to_4376765,submitted,ད་ཁྱོད་སེམས་ཅི་ནང་ལ།,ད་ཁྱོད་སེམས་ཅན་ནང་ལས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0044_1064_4375696_to_4376765.wav,2025-08-05 17:54:47.135,2025-08-07 06:10:04.975,,1.069,STT_GR_0044
STT_GR_0044_1065_4377241_to_4379210,submitted,བརྩེ་བ་བྱམས་པ་དང་སྙིང་རྗེ་ན་བདག་པོ་སྐྱོབས་ཟེར་,བརྩེ་བ་བྱམས་པ་དང་སྙིང་རྗེ་དེ་བདག་པོ་རྒྱོབས་ཟེར།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0044_1065_4377241_to_4379210.wav,2025-08-05 17:54:47.135,2025-08-07 06:10:25.634,,1.969,STT_GR_0044
STT_GR_0044_1066_4380976_to_4384796,submitted,དིན་བྱས་ག་རེ་ཕ་གྱི་རེད། ད་བད་ངན་དུད་པ་འགྲོ་གི་ཡོད་རེད། ཨོ་ཕན་དེ་ལྟ་བུ་ཡིན་ན།,དེའི་རྗེས་ལ་ག་རེའི་བརྒྱུད་ནས་ད་བདག་མེད་འགྱུར་བ་འགྲོ་གི་ཡོད་རེད། ཨོ། ཕན་དེ་ལྟ་བུ་ཡིན་ན།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0044_1066_4380976_to_4384796.wav,2025-08-05 17:54:47.135,2025-08-07 06:11:20.424,,3.82,STT_GR_0044
